Year,Level,Name,Image,Link
2015,Diamond,e+,ePlus1.png,http://www.eplus.com/
2015,Platinum,Forsythe,Forsythe1.png,http://www.forsythe.com/
2015,Platinum,Infoblox,Infoblox.png,https://www.infoblox.com/
2015,Platinum,Intel Security,IntelSecurity.png,http://www.intelsecurity.com/
2015,Platinum,Integration Partners by Cetrain,IntegrationPartners.png,http://www.integrationpartners.com/
2015,Platinum,Meridian IT,MeridianIT.png,http://www.meridianitinc.com/
2015,Platinum,Commvault,CommVault.png,http://www.commvault.com/
2015,Gold,AccuNet,AccunetSolutions.png,http://www.accunetsolutions.com/
2015,Gold,Dell SecureWorks,DellSecureWorks.png,http://www.secureworks.com/
2015,Gold,ICI UberGuard,IGI-Uberguard.png,http://igius.com/
2015,Gold,Raytheon Websense,Websense.png,http://www.websense.com/
2015,Gold,iSecure,iSecure1.png,http://www.isecurenet.net/
2015,Gold,Brite,Brite.png,http://britecomputers.com/
2015,Silver,Rapid7,Rapid7.png,http://www.rapid7.com/
2015,Silver,GuidePoint Security,GuidePoint.png,http://www.guidepointsecurity.com/
2015,Bronze,ZenSar Technologies,Zensar.png,http://www.zensar.com/
2015,Bronze,Kaspersky Lab,Kaspersky.png,http://www.kaspersky.com/
2015,Bronze,SafeNet Gemalto,Gemalto.png,http://www.gemalto.com/
2015,Bronze,Tri-Delta Resources Corp.,TriDeltaResources.png,http://tri-delta.com/
2015,Bronze,Zscaler,Zscaler.png,https://www.zscaler.com/
2015,Bronze,GreyCastle Security,GreyCastleSecurity.png,http://www.greycastlesecurity.com/
2015,Bronze,Paloalto Networks,PaloAlto1.png,https://www.paloaltonetworks.com/
2015,Bronze,Proofpoint,ProofPoint.png,https://www.proofpoint.com/
2015,Bronze,SMP,SMP1.png,http://www.smp-corp.com/
2015,Bronze,Sophos,Sophos.png,https://www.sophos.com/
2015,In-Kind Sponsors,"Durkee Consulting, Inc.",DCI.png,http://www.rd1.net/
2015,In-Kind Sponsors,University of Rochester,UofR.png,http://www.rochester.edu/
2015,In-Kind Sponsors,Rochester Institute of Technology,RIT.png,http://www.rit.edu/
2015,Partners,ISSA Rochester Chapter,RocISSA.png,https://www.rocissa.org/
2015,Partners,OWASP,OWASP.png,https://www.owasp.org/
2015,Partners,Infragard,InfraGard.png,https://www.infragard.org/
2015,Partners,ISACA Western New York Chapter,ISACA.png,http://www.isacawny.org/
